First Name,Last Name,Label,Weight,Height
Tracy,Prohaska,BEACH_VOLLEYBALL,136,77
Meri,Johnson,ICE_HOCKEY,200,67
Kyla,Waters,BASKETBALL,171,77
Octavio,Halvorson,ICE_HOCKEY,130,77
Jerrold,Auer,SOCCER,136,66
Benedict,Kub,TENNIS,130,64
Forest,Armstrong,RUGBY,180,66
Valentine,Walter,FOOTBALL,202,79
Mandy,Gorczany,ICE_HOCKEY,159,67
Diann,Bednar,BEACH_VOLLEYBALL,139,81
Yong,Rosenbaum,ICE_HOCKEY,174,68
Kim,Osinski,ICE_HOCKEY,185,81
Lionel,Roob,ICE_HOCKEY,111,70
Raquel,Effertz,BEACH_VOLLEYBALL,178,67
Brunilda,Heller,BASKETBALL,174,62
Tajuana,Robel,BASKETBALL,171,75
Greg,Collier,RACQUETBALL,195,66
Adele,Marks,ICE_HOCKEY,126,79
Enoch,Stokes,ICE_HOCKEY,184,64
Diana,Goldner,FIELD_HOCKEY,114,75
Mauricio,Bogisich,BASEBALL,204,72
Anglea,Keebler,BASEBALL,198,73
Julienne,Fadel,RACQUETBALL,117,74
Danica,Breitenberg,RUGBY,192,76
Trent,Schoen,RACQUETBALL,190,60
Merilyn,Bechtelar,BASKETBALL,207,79
Rico,Fay,FIELD_HOCKEY,142,73
Maximo,Wisoky,RACQUETBALL,179,69
Chet,Kuhn,BASEBALL,139,65
Coleman,Paucek,FIELD_HOCKEY,203,61
Noelle,Lehner,RACQUETBALL,206,64
Abraham,Davis,TENNIS,129,75
Raymond,Vandervort,BEACH_VOLLEYBALL,148,73
Lan,West,RACQUETBALL,181,80
Ricarda,Roberts,BEACH_VOLLEYBALL,204,65
Jonas,Schaden,SOCCER,179,60
Donnie,Lesch,ICE_HOCKEY,188,62
Cherry,Kerluke,RUGBY,201,68
Ron,Runolfsdottir,SOCCER,131,82
Vincenzo,Cremin,ICE_HOCKEY,133,71
Hank,Lesch,ICE_HOCKEY,198,76
Sonny,DuBuque,FIELD_HOCKEY,141,69
Suzan,Heller,FOOTBALL,169,64
Veronica,Monahan,BASKETBALL,192,60
Zane,Daugherty,FIELD_HOCKEY,191,78
Reynaldo,Doyle,RACQUETBALL,125,82
Adam,Parisian,BASKETBALL,172,71
Dallas,Jaskolski,BASEBALL,190,80
Alfredia,Kirlin,FOOTBALL,160,81
Vesta,Little,FOOTBALL,144,82
Florentina,Cronin,BASEBALL,145,61
Annetta,Schimmel,RUGBY,141,80
Sam,Corkery,SOCCER,136,64
Nery,Senger,ICE_HOCKEY,121,81
Merilyn,Wisozk,INDOOR_VOLLEYBALL,141,80
Randal,Graham,FOOTBALL,132,74
Brandon,Skiles,INDOOR_VOLLEYBALL,118,63
Son,Schamberger,BASKETBALL,176,63
Anissa,Hartmann,SOCCER,199,64
Nicholas,Hirthe,TENNIS,150,77
Marcus,Hodkiewicz,INDOOR_VOLLEYBALL,168,60
Matthew,Purdy,RACQUETBALL,206,80
Francene,Schinner,ICE_HOCKEY,123,71
Royce,Schulist,RUGBY,156,70
Santina,Volkman,RUGBY,198,70
Dimple,Cormier,ICE_HOCKEY,119,67
Alene,Russel,TENNIS,114,60
Clark,Goyette,RUGBY,131,76
Gwen,Becker,RACQUETBALL,111,61
Shantell,Hammes,TENNIS,149,63
Sue,Gorczany,INDOOR_VOLLEYBALL,114,83
Birdie,Bartell,FOOTBALL,154,70
Rosie,Larkin,BASKETBALL,157,81
Erma,Harvey,BASEBALL,175,81
Winona,Nienow,FOOTBALL,173,64
Diamond,Kuvalis,ICE_HOCKEY,183,66
Bianca,Zieme,BASEBALL,157,76
Bradford,McClure,FIELD_HOCKEY,171,74
Wallace,Paucek,SOCCER,124,70
Rena,Hyatt,BASKETBALL,201,72
Efren,Gorczany,ICE_HOCKEY,139,70
Sylvester,Lind,SOCCER,130,80
Jacelyn,Koch,FIELD_HOCKEY,138,61
Renea,Jaskolski,FIELD_HOCKEY,176,60
Sarah,O'Keefe,RACQUETBALL,206,61
Adolfo,Johnston,INDOOR_VOLLEYBALL,114,79
Velva,Kunze,FIELD_HOCKEY,171,76
Mikaela,Frami,INDOOR_VOLLEYBALL,132,68
Connie,Russel,BEACH_VOLLEYBALL,140,83
Graham,Schneider,TENNIS,209,66
Merle,Hermann,RUGBY,111,65
Connie,Weimann,RACQUETBALL,110,64
Dot,McLaughlin,FIELD_HOCKEY,115,68
Dona,Johns,TENNIS,163,80
Philip,Bartell,RACQUETBALL,187,64
Clementine,Wiegand,FOOTBALL,143,61
Larry,Cruickshank,BEACH_VOLLEYBALL,167,71
Edie,Schiller,RUGBY,192,66
Dorethea,Wolf,FOOTBALL,137,75
Arnulfo,O'Keefe,BASKETBALL,175,79
Alyce,Jast,RUGBY,190,66
Willie,Hessel,BASKETBALL,123,72
Rodolfo,Boyle,RACQUETBALL,164,64
Lida,MacGyver,FOOTBALL,186,81
Salvador,Koss,BASEBALL,120,67
Edison,Bailey,RUGBY,194,77
Cristobal,Lakin,BASKETBALL,122,60
Bert,Howe,ICE_HOCKEY,190,83
Nelson,Hane,TENNIS,183,67
Susanna,Lubowitz,FOOTBALL,125,76
Silas,Gleason,SOCCER,162,71
Cory,Rempel,TENNIS,139,71
Piper,Hartmann,SOCCER,132,62
Sheri,Johnston,INDOOR_VOLLEYBALL,166,63
Lonny,Beer,BASKETBALL,197,68
Francis,Rodriguez,RUGBY,178,77
Mohamed,West,RACQUETBALL,124,67
Anton,Ratke,RUGBY,176,63
Keisha,Muller,BASEBALL,117,73
Stacy,Dietrich,FIELD_HOCKEY,191,66
Daphine,Kessler,ICE_HOCKEY,164,77
Julius,Bergnaum,TENNIS,124,83
Ardell,Jacobi,TENNIS,142,81
Orlando,McClure,RUGBY,156,73
Giuseppe,Treutel,TENNIS,160,77
Ismael,Jenkins,BASEBALL,185,64
Stacey,Walsh,FOOTBALL,128,69
Owen,Becker,RACQUETBALL,171,66
Sigrid,Greenfelder,ICE_HOCKEY,157,78
Tricia,Dicki,FOOTBALL,152,80
Garnett,Kris,SOCCER,133,72
Levi,Zieme,BEACH_VOLLEYBALL,125,68
Jude,Pfannerstill,RACQUETBALL,148,81
Dustin,Prohaska,RACQUETBALL,112,65
Carleen,Kling,BASKETBALL,180,68
Arron,Rice,TENNIS,202,78
Mamie,Mosciski,SOCCER,148,67
Karine,McLaughlin,RUGBY,158,78
Milo,Schumm,FOOTBALL,164,75
Williemae,Bayer,ICE_HOCKEY,119,72
Dolores,Mraz,BASKETBALL,148,80
Maryland,Cremin,SOCCER,154,61
Roslyn,Fahey,TENNIS,203,81
Jene,Predovic,BASKETBALL,136,78
Colette,Keeling,FIELD_HOCKEY,147,75
Dion,Jones,BASKETBALL,127,74
Morton,Stroman,BASEBALL,141,74
Molly,Durgan,ICE_HOCKEY,126,67
Bradly,Leuschke,BEACH_VOLLEYBALL,139,70
Jewell,Hills,TENNIS,153,61
Louis,Morar,FOOTBALL,199,73
Roman,Greenfelder,ICE_HOCKEY,120,74
Everett,Stracke,INDOOR_VOLLEYBALL,151,73
Lanette,Quigley,INDOOR_VOLLEYBALL,149,68
Julian,Brown,INDOOR_VOLLEYBALL,157,61
Hisako,Pacocha,RACQUETBALL,202,62
Wendell,Kerluke,FOOTBALL,188,64
Taylor,Volkman,SOCCER,117,63
Gussie,Jacobi,RACQUETBALL,200,80
Gaston,Nikolaus,INDOOR_VOLLEYBALL,161,60
Simona,Hilpert,INDOOR_VOLLEYBALL,143,80
Micheline,Skiles,TENNIS,205,77
Thomas,Hoeger,SOCCER,183,66
Corene,Keeling,ICE_HOCKEY,117,72
Maisha,Beer,RACQUETBALL,192,69
Oleta,Gleason,RUGBY,117,66
Freeman,Hudson,ICE_HOCKEY,201,79
Alfonzo,Predovic,SOCCER,184,81
Jacques,Maggio,INDOOR_VOLLEYBALL,131,80
Lucienne,Koch,BEACH_VOLLEYBALL,137,67
Vernita,Volkman,FIELD_HOCKEY,127,82
Merrill,Zulauf,RUGBY,127,64
Brooks,White,FOOTBALL,196,77
Cesar,Stiedemann,ICE_HOCKEY,207,75
Florencio,Reinger,RACQUETBALL,202,77
Harold,Gusikowski,SOCCER,198,83
Jan,Parisian,TENNIS,201,80
Ramon,Kuvalis,FIELD_HOCKEY,175,67
Merrill,Lesch,INDOOR_VOLLEYBALL,172,60
Elmer,Terry,BASKETBALL,144,64
Haywood,Rohan,RACQUETBALL,173,64
Charlene,Howe,RACQUETBALL,170,75
Georgianna,Stracke,BEACH_VOLLEYBALL,166,65
Carrie,Schoen,INDOOR_VOLLEYBALL,147,79
Charissa,Stoltenberg,BASKETBALL,141,77
Marni,Ryan,BEACH_VOLLEYBALL,120,74
Donte,Howell,BEACH_VOLLEYBALL,190,77
Carrol,Buckridge,BASKETBALL,150,71
Rocco,Flatley,BASKETBALL,197,82
Magdalene,Gleason,BASKETBALL,166,63
Portia,Mohr,BASKETBALL,132,63
Bennett,Hansen,BASKETBALL,126,74
Kip,Bergnaum,FOOTBALL,120,78
Sonny,Morar,ICE_HOCKEY,114,64
Raina,Sawayn,ICE_HOCKEY,192,63
Caleb,Wolf,RACQUETBALL,146,62
Eugenio,Hills,INDOOR_VOLLEYBALL,127,79
Dick,Haley,RUGBY,138,68
Merrill,Fay,RUGBY,169,67
Florentino,Kassulke,INDOOR_VOLLEYBALL,125,80
Magda,Greenholt,RACQUETBALL,167,74
Marilou,Roob,RUGBY,180,61
Stevie,Borer,ICE_HOCKEY,200,67
Thurman,Schmitt,FOOTBALL,111,62
Florence,Zulauf,BASKETBALL,193,83
Val,Beer,FIELD_HOCKEY,171,82
Deadra,Pagac,FOOTBALL,131,76
Jana,Schamberger,FIELD_HOCKEY,144,65
Frederica,Gaylord,INDOOR_VOLLEYBALL,170,66
Antwan,Senger,INDOOR_VOLLEYBALL,193,68
Jeffie,Goodwin,BASEBALL,158,67
Brenton,Abshire,FIELD_HOCKEY,208,77
Steven,Berge,FOOTBALL,110,79
Pauline,Tromp,FOOTBALL,157,60
Tyrone,Mueller,BASEBALL,168,62
Grady,Friesen,ICE_HOCKEY,163,75
Latonia,Kassulke,FOOTBALL,115,71
Alexis,Conroy,SOCCER,144,80
Jerry,Howe,TENNIS,139,78
Maida,Wiza,ICE_HOCKEY,127,65
Frankie,Barrows,BASEBALL,204,69
Spencer,Jast,ICE_HOCKEY,161,66
Beula,Upton,TENNIS,112,67
Amada,Welch,BASEBALL,124,79
Tad,McDermott,FOOTBALL,139,65
Ammie,Haag,BEACH_VOLLEYBALL,126,68
Damian,Rogahn,FOOTBALL,121,65
Alfonso,Brakus,SOCCER,179,80
Sonja,Leffler,INDOOR_VOLLEYBALL,161,61
Claude,Waelchi,BEACH_VOLLEYBALL,142,73
Lee,Konopelski,BEACH_VOLLEYBALL,172,69
Kendrick,Turcotte,SOCCER,122,64
Michael,Klein,RUGBY,150,77
Lucinda,Adams,INDOOR_VOLLEYBALL,204,63
Maurice,Jakubowski,INDOOR_VOLLEYBALL,135,75
Dwain,Gottlieb,ICE_HOCKEY,166,68
Lynne,Gulgowski,BASKETBALL,189,78
Ronnie,Strosin,FOOTBALL,135,73
Andrew,Torp,BASEBALL,111,61
Austin,Bogan,SOCCER,131,69
Deane,Bauch,ICE_HOCKEY,187,77
Kendrick,Friesen,FIELD_HOCKEY,132,63
Nicola,Ebert,BASKETBALL,134,70
Lashawnda,Hoeger,RACQUETBALL,112,83
Gonzalo,Gulgowski,BASKETBALL,182,67
August,Schinner,FOOTBALL,128,78
Louanne,Schuster,RACQUETBALL,144,68
Jacklyn,O'Kon,RUGBY,120,81
Telma,Mosciski,BEACH_VOLLEYBALL,125,64
Neville,Christiansen,BASEBALL,205,63
Trenton,Kub,FIELD_HOCKEY,205,73
Van,Friesen,FIELD_HOCKEY,113,69
Esteban,Frami,BEACH_VOLLEYBALL,179,81
Alisia,Funk,RUGBY,174,82
Katharina,Rodriguez,BEACH_VOLLEYBALL,202,60
Edison,Jacobi,SOCCER,128,62
Aubrey,Kilback,INDOOR_VOLLEYBALL,207,81
Leroy,Dickinson,FOOTBALL,206,78
Oren,Haag,ICE_HOCKEY,114,82
Lucie,Harvey,ICE_HOCKEY,157,75
Kami,West,BASKETBALL,147,65
Alfredo,Goyette,BEACH_VOLLEYBALL,209,69
Mercedez,Barrows,ICE_HOCKEY,147,74
Robt,Kuhic,RUGBY,150,71
Miles,VonRueden,BASEBALL,175,81
Janee,Johns,ICE_HOCKEY,198,65
Wei,Gottlieb,ICE_HOCKEY,186,71
Odis,Adams,BASKETBALL,144,62
Sung,Ratke,RACQUETBALL,203,67
Conchita,Moore,TENNIS,115,70
Courtney,Hahn,SOCCER,142,64
Ulysses,Emard,SOCCER,133,83
Monty,Corkery,FIELD_HOCKEY,129,73
Clarinda,Gerhold,FIELD_HOCKEY,138,83
Jonathon,Conn,BASKETBALL,124,74
Bobby,Schoen,SOCCER,204,77
Jenna,McGlynn,RUGBY,113,81
Abram,White,INDOOR_VOLLEYBALL,126,80
Pasquale,Williamson,SOCCER,143,70
Danika,Williamson,TENNIS,112,69
Nona,Olson,BASKETBALL,185,80
Benedict,Kub,BEACH_VOLLEYBALL,136,69
Savannah,D'Amore,INDOOR_VOLLEYBALL,135,70
Leana,Rutherford,BEACH_VOLLEYBALL,132,72
Ivory,Johnston,RACQUETBALL,178,68
Beverley,Gorczany,RACQUETBALL,192,67
Von,Dach,SOCCER,172,82
Minh,Sauer,BASKETBALL,179,70
Jamel,Carroll,SOCCER,138,81
Antionette,Gulgowski,RUGBY,154,78
Evelyne,Beatty,BASEBALL,172,73
Nettie,Stracke,RUGBY,164,69
Rodrigo,Leffler,RUGBY,150,61
Mimi,Schroeder,FIELD_HOCKEY,197,60
Owen,Gutmann,BASKETBALL,186,69
Allyson,Schuppe,BASEBALL,123,71
Brant,Trantow,INDOOR_VOLLEYBALL,171,77
Cruz,Wyman,INDOOR_VOLLEYBALL,168,65
Larue,Ziemann,FOOTBALL,193,78
January,Labadie,ICE_HOCKEY,208,73
Tova,Osinski,BEACH_VOLLEYBALL,130,76
Vern,Yost,INDOOR_VOLLEYBALL,171,70
Joseph,Leuschke,BASKETBALL,130,72
Rich,Metz,RACQUETBALL,153,80
Bobby,Kuhn,TENNIS,161,61
Angeline,Strosin,BEACH_VOLLEYBALL,137,78
Latrisha,Crooks,RACQUETBALL,198,79
Johnson,Crona,INDOOR_VOLLEYBALL,137,82
Elvira,West,BASKETBALL,176,68
Carman,West,SOCCER,158,72
Zack,Strosin,RUGBY,141,68
Robyn,Satterfield,BEACH_VOLLEYBALL,124,83
Susanne,Funk,BASEBALL,198,74
Ahmad,Walker,BASKETBALL,183,77
Alfredo,Gibson,SOCCER,130,68
Leonel,McKenzie,BASEBALL,180,65
Janice,Kuhlman,ICE_HOCKEY,204,61
Cordell,Hauck,FIELD_HOCKEY,208,65
Stephen,Moen,RUGBY,200,74
Shanita,Brakus,RACQUETBALL,180,62
Ronny,Herzog,SOCCER,116,74
Noriko,Little,FIELD_HOCKEY,187,66
Vina,Tillman,SOCCER,110,72
Vernie,Olson,FOOTBALL,189,73
Jannet,Bode,BASKETBALL,184,72
Nathanael,Effertz,FIELD_HOCKEY,199,60
Sherell,Tremblay,RUGBY,194,82
Yolonda,Dooley,BASKETBALL,185,71
Dorthy,Boyle,FIELD_HOCKEY,114,74
Winfred,Franecki,FOOTBALL,185,66
Latina,Kub,INDOOR_VOLLEYBALL,171,72
Sung,Rowe,RACQUETBALL,204,65
Princess,Renner,INDOOR_VOLLEYBALL,187,82
Dorian,Dickens,BASEBALL,159,63
Omer,Sipes,SOCCER,171,67
Jenny,Wiza,RACQUETBALL,152,77
Nigel,Davis,INDOOR_VOLLEYBALL,208,73
Franklin,Prosacco,FOOTBALL,168,74
Grant,Bartell,ICE_HOCKEY,121,83
Damion,D'Amore,FOOTBALL,133,68
Geraldo,Feil,BASEBALL,162,60
Mitchell,Heaney,INDOOR_VOLLEYBALL,139,62
Romeo,MacGyver,RUGBY,200,65
Elvis,Batz,SOCCER,171,77
Alphonse,O'Keefe,FIELD_HOCKEY,115,77
Lawerence,Mayer,SOCCER,197,62
Sherise,Shields,FOOTBALL,189,74
Illa,Rodriguez,BASEBALL,143,61
Santos,Mraz,TENNIS,169,82
Rose,Corwin,FIELD_HOCKEY,121,70
Christoper,Rodriguez,INDOOR_VOLLEYBALL,197,62
Kendall,Lesch,RACQUETBALL,175,72
Chloe,Stanton,TENNIS,129,81
Frederick,Armstrong,FOOTBALL,151,69
Shad,Swaniawski,SOCCER,183,77
Hui,Emmerich,RACQUETBALL,114,73
Caren,Rohan,SOCCER,182,71
Marinda,Lakin,RUGBY,196,70
Douglass,Turner,INDOOR_VOLLEYBALL,129,63
Christa,Kessler,RUGBY,191,65
Bobby,Stiedemann,ICE_HOCKEY,183,72
Clifford,Bernier,ICE_HOCKEY,203,73
Issac,Shanahan,TENNIS,176,69
Saturnina,Braun,BEACH_VOLLEYBALL,114,74
Hugh,Crooks,BASEBALL,206,66
Christena,Larson,TENNIS,146,63
Sylvester,Bergnaum,FIELD_HOCKEY,164,75
Nancey,Durgan,INDOOR_VOLLEYBALL,207,75
Fanny,Yundt,FOOTBALL,177,70
Clemente,Douglas,RUGBY,171,62
Pamala,Wisoky,BEACH_VOLLEYBALL,113,81
Grover,Langosh,ICE_HOCKEY,141,82
Lawerence,Herzog,SOCCER,157,71
Roxie,Champlin,BASEBALL,118,67
Denny,Volkman,BASEBALL,199,63
Keshia,Harber,RACQUETBALL,208,74
Wilton,Treutel,FOOTBALL,198,65
Camila,Wilderman,RACQUETBALL,120,80
Fred,Hilll,FIELD_HOCKEY,186,82
Scottie,Ratke,TENNIS,134,80
Eloisa,Frami,BEACH_VOLLEYBALL,177,62
Corliss,Hegmann,FIELD_HOCKEY,182,66
Christi,Wehner,BASEBALL,176,63
Willian,Klocko,RACQUETBALL,181,62
Blaine,Goldner,TENNIS,141,69
Sam,Brekke,RACQUETBALL,111,60
Alonso,Schneider,FIELD_HOCKEY,119,83
Sumiko,Koch,FIELD_HOCKEY,168,74
Jerald,Abernathy,INDOOR_VOLLEYBALL,197,76
Toshiko,Goyette,BASEBALL,198,64
Josh,Davis,ICE_HOCKEY,159,62
Monty,Reinger,FIELD_HOCKEY,143,67
Adina,Brown,SOCCER,113,72
Loriann,Mayert,SOCCER,111,70
Marty,Smith,BASKETBALL,188,75
Lorette,King,BASEBALL,194,79
Faustino,Sauer,BASKETBALL,194,80
Pamula,Wyman,BASEBALL,139,72
Sterling,Nienow,RUGBY,120,62
Lane,Auer,FOOTBALL,184,70
Mandie,Renner,FIELD_HOCKEY,186,68
Stewart,Kuphal,BEACH_VOLLEYBALL,127,83
Stephnie,Hills,SOCCER,204,61
Leta,Fadel,RACQUETBALL,198,65
Dwain,Cronin,BASKETBALL,199,74
Jenifer,Farrell,ICE_HOCKEY,192,60
Robena,Langworth,TENNIS,208,67
Thersa,West,RUGBY,203,63
Dalton,Osinski,ICE_HOCKEY,209,64
Joye,Fritsch,TENNIS,173,75
Otto,Kunze,BASEBALL,138,81
Bobette,Schuster,BASEBALL,128,68
Sheryll,Bruen,SOCCER,183,67
Hoyt,Pollich,ICE_HOCKEY,142,79
Hal,O'Conner,ICE_HOCKEY,119,61
Annetta,Hirthe,BASKETBALL,191,78
Emmett,Sauer,BASEBALL,138,78
Mittie,Sawayn,BASEBALL,200,70
Karie,Cruickshank,SOCCER,149,63
Donita,Keebler,BASEBALL,167,61
Woodrow,Gulgowski,BEACH_VOLLEYBALL,124,78
Merlin,Wolff,BASKETBALL,180,77
Lexie,Mohr,FIELD_HOCKEY,155,79
Kayleigh,Moore,ICE_HOCKEY,135,73
Graig,Champlin,RACQUETBALL,142,62
Archie,Donnelly,BEACH_VOLLEYBALL,151,60
Sammie,Heathcote,BEACH_VOLLEYBALL,180,76
Demetrius,Nikolaus,FOOTBALL,177,68
Avery,Okuneva,BASEBALL,170,62
Kevin,Keebler,FIELD_HOCKEY,195,61
Merrill,Huels,TENNIS,121,61
Rico,Jakubowski,ICE_HOCKEY,185,72
Denny,Gottlieb,INDOOR_VOLLEYBALL,165,71
Leonor,Spencer,ICE_HOCKEY,190,63
Rochel,Nolan,RUGBY,119,73
Olin,Collins,SOCCER,146,79
Ranee,Fritsch,BASKETBALL,159,70
Jeremiah,Littel,RUGBY,144,61
Camie,Lesch,TENNIS,177,70
Luis,Gleichner,RUGBY,175,65
Shirely,Gorczany,BEACH_VOLLEYBALL,153,63
Monroe,Ullrich,SOCCER,192,82
Zack,Bosco,ICE_HOCKEY,170,82
Karrie,Braun,SOCCER,207,62
Marcelene,O'Kon,INDOOR_VOLLEYBALL,133,63
Daniel,Jacobs,BASKETBALL,145,70
Sung,Johns,BEACH_VOLLEYBALL,145,75
Pablo,Jones,INDOOR_VOLLEYBALL,174,71
Mika,Wehner,FIELD_HOCKEY,149,60
Devin,Mills,FIELD_HOCKEY,199,83
Tarsha,Collier,BASKETBALL,201,83
Onita,Quigley,BEACH_VOLLEYBALL,196,77
Lawrence,Auer,BASKETBALL,172,81
Trisha,Tremblay,BASEBALL,130,79
Desirae,Littel,ICE_HOCKEY,138,72
Lazaro,Carroll,RUGBY,112,74
Willian,Hartmann,FOOTBALL,180,71
Corine,Quigley,INDOOR_VOLLEYBALL,142,68
Ruben,Denesik,FOOTBALL,182,78
Catherina,Donnelly,BASKETBALL,157,82
Bart,Carter,SOCCER,206,63
Georgianne,Schultz,SOCCER,181,79
Lashunda,Pollich,SOCCER,173,78
Logan,Hammes,FIELD_HOCKEY,127,82
Toccara,Lemke,BEACH_VOLLEYBALL,115,71
Shaquana,Klein,FOOTBALL,154,83
Melissia,Brakus,BEACH_VOLLEYBALL,147,71
Minnie,Haley,TENNIS,208,76
Branda,Reichel,ICE_HOCKEY,138,78
Kia,Bernhard,RACQUETBALL,176,69
Jane,Hyatt,FOOTBALL,202,71
Carroll,Fahey,FOOTBALL,118,65
Erasmo,Jakubowski,INDOOR_VOLLEYBALL,158,82
Cristal,Gibson,BASEBALL,114,74
Fabian,MacGyver,ICE_HOCKEY,117,64
Valentine,Keebler,FOOTBALL,194,61
Hyon,Heller,TENNIS,149,62
Rebeca,Fritsch,FOOTBALL,189,69
Leatrice,Steuber,SOCCER,158,76
Jarrod,Gibson,RACQUETBALL,138,71
Anibal,Bechtelar,INDOOR_VOLLEYBALL,204,79
Earle,Schaden,FOOTBALL,136,78
Nery,Rodriguez,FIELD_HOCKEY,165,65
Dusty,Williamson,FIELD_HOCKEY,164,77
Alida,Kuvalis,FOOTBALL,201,78
Linwood,Mertz,INDOOR_VOLLEYBALL,144,74
Virginia,Ullrich,RACQUETBALL,162,81
Ursula,Schamberger,BASEBALL,119,78
Kaylee,King,SOCCER,114,68
Ardelle,Hermann,RUGBY,123,77
Rubye,Swift,RACQUETBALL,199,73
Tracey,Macejkovic,FIELD_HOCKEY,176,62
Staci,Jast,ICE_HOCKEY,152,64
Gerry,Kovacek,FIELD_HOCKEY,166,60
Garland,Moen,BASEBALL,151,79
Kia,Lesch,FIELD_HOCKEY,125,62
Wilber,Rippin,FIELD_HOCKEY,150,61
Ozzie,Torphy,BASKETBALL,197,75
Marya,Metz,BEACH_VOLLEYBALL,135,77
Marlo,Champlin,FOOTBALL,187,70
Rudy,Will,FIELD_HOCKEY,178,82
Louisa,Terry,TENNIS,125,72
Sueann,Jacobson,FOOTBALL,123,75
Velda,Schmitt,BASEBALL,131,60
Susannah,Klein,BASEBALL,143,66
Alease,Morar,FOOTBALL,197,73
Virgen,Yost,RUGBY,188,80
Harland,Effertz,FOOTBALL,164,60
Eufemia,Rogahn,BASEBALL,113,77
Josue,Daugherty,RUGBY,157,60
Jamaal,Bins,RACQUETBALL,164,65
Ty,McLaughlin,INDOOR_VOLLEYBALL,153,72
Whitney,Wiegand,BASKETBALL,124,72
Rubin,Kilback,TENNIS,208,66
Dann,Glover,FOOTBALL,144,81
Christy,Lockman,BEACH_VOLLEYBALL,201,62
Erich,Ziemann,BASEBALL,152,74
Devin,McKenzie,FIELD_HOCKEY,209,71
Porfirio,Schuppe,TENNIS,200,81
Arron,Roberts,ICE_HOCKEY,204,76
Charolette,Labadie,BEACH_VOLLEYBALL,196,72
Taisha,Corkery,FIELD_HOCKEY,145,70
Laurence,Lesch,RUGBY,196,63
Georgianna,Luettgen,FIELD_HOCKEY,206,82
Isidra,Dietrich,SOCCER,189,82
Eufemia,Maggio,TENNIS,163,70
Burton,Glover,BASKETBALL,133,63
Homer,Franecki,RACQUETBALL,152,67
Meghann,Schultz,BASKETBALL,184,71
Gertude,Spencer,BASKETBALL,156,70
Bruno,Cruickshank,SOCCER,113,73
Nakita,VonRueden,BEACH_VOLLEYBALL,171,65
Adolfo,Yundt,INDOOR_VOLLEYBALL,206,73
Otha,Boyer,BASKETBALL,138,61
Anette,Bergnaum,BEACH_VOLLEYBALL,179,81
Clotilde,White,BASKETBALL,152,80
Ulysses,Ritchie,BASKETBALL,150,70
Andera,Treutel,TENNIS,188,83
Solomon,Bins,ICE_HOCKEY,174,60
Cleveland,Hilll,FOOTBALL,197,74
Brett,Paucek,BASEBALL,145,80
Naida,Effertz,FIELD_HOCKEY,146,81
Kenny,Littel,FIELD_HOCKEY,163,75
Zack,Mraz,BASEBALL,197,62
Jefferey,Walsh,BASKETBALL,132,79
Marleen,Tillman,RACQUETBALL,171,63
Devon,Herzog,TENNIS,117,60
Verlene,Aufderhar,TENNIS,168,65
Donte,Braun,BASEBALL,183,60
Frances,Schultz,RACQUETBALL,151,63
Robby,Bergnaum,BEACH_VOLLEYBALL,121,67
Hung,Balistreri,SOCCER,199,66
Orpha,Kutch,INDOOR_VOLLEYBALL,198,71
Elias,O'Hara,INDOOR_VOLLEYBALL,156,76
Assunta,Bechtelar,TENNIS,196,80
Lou,Koelpin,FIELD_HOCKEY,144,64
Weston,Balistreri,RACQUETBALL,181,66
Ronald,Mohr,BEACH_VOLLEYBALL,132,75
Xavier,Bergnaum,TENNIS,178,67
Burt,Schroeder,FOOTBALL,159,68
Warren,Nikolaus,RUGBY,206,71
Aundrea,Romaguera,TENNIS,209,76
Lyndsey,Hermiston,FIELD_HOCKEY,116,66
Jetta,Stiedemann,BEACH_VOLLEYBALL,158,77
Hanh,Lueilwitz,BASKETBALL,149,81
Kasandra,Olson,ICE_HOCKEY,153,74
Kendra,Rodriguez,FOOTBALL,147,68
Miguelina,Bins,INDOOR_VOLLEYBALL,203,65
Vanesa,Towne,RUGBY,168,63
Shena,Ondricka,BASKETBALL,158,80
Leroy,Walsh,INDOOR_VOLLEYBALL,187,82
Mirella,Huels,RACQUETBALL,202,72
Alecia,Fahey,TENNIS,209,67
Micah,Bogan,FIELD_HOCKEY,164,70
Shamika,Swift,BASEBALL,195,83
Gaston,Rodriguez,BEACH_VOLLEYBALL,208,67
Dollie,Hammes,INDOOR_VOLLEYBALL,133,77
Asa,Aufderhar,ICE_HOCKEY,136,76
Deshawn,Labadie,FIELD_HOCKEY,159,63
In,Barton,BASKETBALL,173,83
Chong,Dickinson,FOOTBALL,160,67
Gregg,Collier,ICE_HOCKEY,205,71
Rene,Bartoletti,BASEBALL,166,62
Ron,Brekke,INDOOR_VOLLEYBALL,127,71
Gregory,Turcotte,BASEBALL,156,82
Janene,Kunze,RUGBY,151,75
Bryon,Kozey,FOOTBALL,189,78
Myron,Herzog,TENNIS,125,60
Violet,Stark,RUGBY,185,70
Percy,Kuhn,BASKETBALL,163,71
Latrisha,Bailey,TENNIS,205,75
Ashlea,Robel,SOCCER,147,76
Lance,Greenholt,BEACH_VOLLEYBALL,113,79
Patrick,D'Amore,RACQUETBALL,190,71
Danae,Hansen,RUGBY,162,75
Rick,Kuvalis,RACQUETBALL,205,74
Rex,Casper,FOOTBALL,114,62
